block_height,block_time
682421,1620412040
682422,1620413225
682423,1620413683
682424,1620414059
682425,1620414089
682426,1620414248
682427,1620414782
682428,1620414943
682429,1620415085
682430,1620415259
682431,1620415359
682432,1620416090
682433,1620416188
682434,1620416680
682435,1620416901
682436,1620417450
682437,1620417265
682438,1620417306
682439,1620417449
682440,1620418005
682441,1620418492
682442,1620419003
682443,1620420998
682444,1620421075
682445,1620421366
682446,1620422029
682447,1620422224
682448,1620422307
682449,1620423462
682450,1620424084
682451,1620424582
682452,1620424622
682453,1620425066
682454,1620425535
682455,1620425619
682456,1620425632
682457,1620425923
682458,1620426604
682459,1620426783
682460,1620426826
682461,1620427257
682462,1620427326
682463,1620427447
682464,1620427504
682465,1620427548
682466,1620428332
682467,1620429142
682468,1620429304
682469,1620429762
682470,1620429972
682471,1620430001
682472,1620430382
682473,1620430476
682474,1620430571
682475,1620431086
682476,1620431435
682477,1620432151
682478,1620432667
682479,1620432910
682480,1620433138
682481,1620434100
682482,1620434126
682483,1620435238
682484,1620435426
682485,1620435694
682486,1620436332
682487,1620436578
682488,1620436648
682489,1620437717
682490,1620438875
682491,1620439856
682492,1620440186
682493,1620440993
682494,1620441978
682495,1620442370
682496,1620442373
682497,1620442849
682498,1620443194
682499,1620443467
682500,1620444011
682501,1620444514
682502,1620444537
682503,1620444679
682504,1620445461
682505,1620445997
682506,1620446860
682507,1620448361
682508,1620448594
682509,1620449025
682510,1620449263
682511,1620449517
682512,1620449800
682513,1620450578
682514,1620451215
682515,1620451254
682516,1620451337
682517,1620452727
682518,1620452846
682519,1620453837
682520,1620454299
682521,1620454406
682522,1620455204
682523,1620455377
682524,1620456161
682525,1620456620
682526,1620457762
682527,1620457840
682528,1620457884
682529,1620457948
682530,1620458063
682531,1620458104
682532,1620458215
682533,1620459110
682534,1620459631
682535,1620460113
682536,1620460699
682537,1620461178
682538,1620461761
682539,1620462049
682540,1620463391
682541,1620463718
682542,1620463868
682543,1620464087
682544,1620466315
682545,1620466783
682546,1620467557
682547,1620467651
682548,1620468435
682549,1620468700
682550,1620469957
682551,1620470052
682552,1620470308
682553,1620470469
682554,1620470616
682555,1620471080
682556,1620471386
682557,1620472678
682558,1620472714
682559,1620473873
682560,1620474352
682561,1620474834
682562,1620475235
682563,1620475744
682564,1620475850
682565,1620476052
682566,1620476750
682567,1620477003
682568,1620477268
682569,1620478216
682570,1620478620
682571,1620478774
682572,1620478886
682573,1620479027
682574,1620479380
682575,1620480287
682576,1620480406
682577,1620480550
682578,1620480906
682579,1620481330
682580,1620481370
682581,1620481626
682582,1620481936
682583,1620482826
682584,1620482912
682585,1620483564
682586,1620484393
682587,1620484484
682588,1620485592
682589,1620485905
682590,1620486875
682591,1620488314
682592,1620488417
682593,1620488486
682594,1620489204
682595,1620489289
682596,1620490238
682597,1620491707
682598,1620491713
682599,1620493977
682600,1620494500
682601,1620495695
682602,1620496005
682603,1620496070
682604,1620497488
682605,1620497916
682606,1620498109
682607,1620498215
682608,1620498496
682609,1620498702
682610,1620500699
682611,1620500950
682612,1620501332
682613,1620501818
682614,1620502275
682615,1620503633
682616,1620503829
682617,1620504884
682618,1620505939
682619,1620506654
682620,1620506980
682621,1620507378
682622,1620507450
682623,1620509255
682624,1620509928
682625,1620510043
682626,1620510046
682627,1620510167
682628,1620510259
682629,1620510273
682630,1620510477
682631,1620510510
682632,1620510945
682633,1620511048
682634,1620511617
682635,1620511854
682636,1620512171
682637,1620512961
682638,1620513172
682639,1620513319
682640,1620513759
682641,1620514027
682642,1620515102
682643,1620515569
682644,1620515688
682645,1620517085
682646,1620517155
682647,1620517783
682648,1620519677
682649,1620520317
682650,1620520412
682651,1620520724
682652,1620520968
682653,1620521049
682654,1620521089
682655,1620522147
682656,1620522677
682657,1620522748
682658,1620522833
682659,1620523221
682660,1620524164
682661,1620524364
682662,1620524451
682663,1620524632
682664,1620524836
682665,1620524916
682666,1620525027
682667,1620525933
682668,1620525945
682669,1620526382
682670,1620526525
682671,1620526533
682672,1620526696
682673,1620526765
682674,1620526775
682675,1620528011
682676,1620529264
682677,1620529286
682678,1620530083
682679,1620531922
682680,1620533418
682681,1620534984
682682,1620535056
682683,1620535130
682684,1620536901
682685,1620537303
682686,1620538098
682687,1620538264
682688,1620538593
682689,1620538609
682690,1620538770
682691,1620539012
682692,1620539751
682693,1620539881
682694,1620540131
682695,1620540771
682696,1620541627
682697,1620542540
682698,1620542831
682699,1620543503
682700,1620543551
682701,1620544252
682702,1620544567
682703,1620545470
682704,1620545627
682705,1620545859
682706,1620545999
682707,1620546298
682708,1620546453
682709,1620547323
682710,1620547462
682711,1620547512
682712,1620547974
682713,1620548882
682714,1620549519
682715,1620549693
682716,1620549799
682717,1620549970
682718,1620550824
682719,1620551211
682720,1620551803
682721,1620552251
682722,1620552288
682723,1620552350
682724,1620552606
682725,1620553273
682726,1620553281
682727,1620553646
682728,1620554968
682729,1620556029
682730,1620557024
682731,1620557196
682732,1620557614
682733,1620558139
682734,1620558166
682735,1620558199
682736,1620558752
682737,1620558984
682738,1620559508
682739,1620559683
682740,1620559911
682741,1620559970
682742,1620560444
682743,1620560485
682744,1620560855
682745,1620562292
682746,1620562383
682747,1620562780
682748,1620563123
682749,1620564066
682750,1620564758
682751,1620565227
682752,1620565349
682753,1620566422
682754,1620566568
682755,1620566781
682756,1620566965
682757,1620567223
682758,1620568015
682759,1620568145
682760,1620568620
682761,1620568720
682762,1620569494
682763,1620570738
682764,1620570957
682765,1620571227
682766,1620571543
682767,1620571577
682768,1620571992
682769,1620572142
682770,1620572233
682771,1620572517
682772,1620572647
682773,1620572680
682774,1620572913
682775,1620572937
682776,1620573232
682777,1620573527
682778,1620573556
682779,1620573562
682780,1620573952
682781,1620574161
682782,1620574186
682783,1620574462
682784,1620574735
682785,1620575017
682786,1620575588
682787,1620578034
682788,1620578411
682789,1620580139
682790,1620580366
682791,1620581052
682792,1620581239
682793,1620581316
682794,1620581663
682795,1620581711
682796,1620582060
682797,1620582518
682798,1620582645
682799,1620582904
682800,1620583575
682801,1620584039
682802,1620584069
682803,1620584239
682804,1620584316
682805,1620586328
682806,1620587302
682807,1620587716
682808,1620588883
682809,1620588953
682810,1620589748
682811,1620589776
682812,1620591831
682813,1620591926
682814,1620592209
682815,1620592376
682816,1620594283
682817,1620594366
682818,1620594471
682819,1620594595
682820,1620594887
682821,1620595133
682822,1620595140
682823,1620595598
682824,1620595912
682825,1620600937
682826,1620601152
682827,1620601560
682828,1620602708
682829,1620602803
682830,1620603066
682831,1620603282
682832,1620603380
682833,1620604431
682834,1620604886
682835,1620605123
682836,1620605290
682837,1620605728
682838,1620606287
682839,1620606311
682840,1620606852
682841,1620607233
682842,1620607848
682843,1620608498
682844,1620608512
682845,1620608650
682846,1620608835
682847,1620608847
682848,1620608861
682849,1620608931
682850,1620609162
682851,1620609596
682852,1620610120
682853,1620611221
682854,1620611603
682855,1620612154
682856,1620612972
682857,1620613838
682858,1620614034
682859,1620615761
682860,1620616023
682861,1620616038
682862,1620616053
682863,1620616144
682864,1620616971
682865,1620616975
682866,1620617672
682867,1620618205
682868,1620618322
682869,1620619005
682870,1620619480
682871,1620619809
682872,1620620199
682873,1620620519
682874,1620620733
682875,1620621217
682876,1620621256
682877,1620621509
682878,1620621553
682879,1620621618
682880,1620621794
682881,1620621843
682882,1620623374
682883,1620623762
682884,1620623838
682885,1620624614
682886,1620624966
682887,1620626138
682888,1620626745
682889,1620627118
682890,1620627955
682891,1620628046
682892,1620628182
682893,1620629186
682894,1620629521
682895,1620629546
682896,1620629978
682897,1620630036
682898,1620630119
682899,1620631442
682900,1620631547
682901,1620631894
682902,1620632456
682903,1620632862
682904,1620634278
682905,1620634454
682906,1620634728
682907,1620636109
682908,1620636336
682909,1620637024
682910,1620638388
682911,1620638551
682912,1620638763
682913,1620639263
682914,1620639759
682915,1620640562
682916,1620641133
682917,1620641459
682918,1620642074
682919,1620642554
682920,1620642612
682921,1620642894
682922,1620643868
682923,1620644143
682924,1620644402
682925,1620644534
682926,1620644663
682927,1620646568
682928,1620647158
682929,1620647536
682930,1620648096
682931,1620648559
682932,1620648641
682933,1620650915
682934,1620651426
682935,1620652374
682936,1620653374
682937,1620653612
682938,1620654370
682939,1620655025
682940,1620655534
682941,1620655637
682942,1620656477
682943,1620656699
682944,1620657191
682945,1620657943
682946,1620658231
682947,1620658633
682948,1620659797
682949,1620660889
682950,1620661530
682951,1620661557
682952,1620661970
682953,1620662219
682954,1620662234
682955,1620662346
682956,1620662860
682957,1620662932
682958,1620663429
682959,1620663509
682960,1620663590
682961,1620664359
682962,1620664716
682963,1620665114
682964,1620665630
682965,1620665639
682966,1620666071
682967,1620666263
682968,1620666526
682969,1620667096
682970,1620667269
682971,1620667626
682972,1620668151
682973,1620668564
682974,1620670504
682975,1620671317
682976,1620671751
682977,1620672419
682978,1620672586
682979,1620672964
682980,1620673952
682981,1620673989
682982,1620674341
682983,1620674619
682984,1620674735
682985,1620674926
682986,1620675244
682987,1620676110
682988,1620676937
682989,1620677001
682990,1620678566
682991,1620679253
682992,1620679824
682993,1620679994
682994,1620680163
682995,1620680328
682996,1620681303
682997,1620681826
682998,1620682281
682999,1620683507
683000,1620684473
683001,1620684824
683002,1620685035
683003,1620685219
683004,1620686087
683005,1620686131
683006,1620688220
683007,1620688553
683008,1620688814
683009,1620688838
683010,1620688964
683011,1620689957
683012,1620690200
683013,1620690621
683014,1620691204
683015,1620691602
683016,1620693750
683017,1620694114
683018,1620694185
683019,1620694231
683020,1620694280
683021,1620695299
683022,1620695661
683023,1620695904
683024,1620696105
683025,1620696512
683026,1620697086
683027,1620697105
683028,1620697802
683029,1620698711
683030,1620698839
683031,1620699519
683032,1620699742
683033,1620700235
683034,1620701655
683035,1620701875
683036,1620702326
683037,1620702512
683038,1620702573
683039,1620702800
683040,1620704130
683041,1620705635
683042,1620706013
683043,1620706986
683044,1620707076
683045,1620707114
683046,1620707250
683047,1620708217
683048,1620710137
683049,1620711065
683050,1620712049
683051,1620712082
683052,1620712100
683053,1620712575
683054,1620713986
683055,1620714213
683056,1620714675
683057,1620714898
683058,1620715491
683059,1620715507
683060,1620715613
683061,1620715711
683062,1620716151
683063,1620717092
683064,1620717601
683065,1620718427
683066,1620718714
683067,1620718995
683068,1620719007
683069,1620719660
683070,1620719690
683071,1620719811
683072,1620721428
683073,1620721556
683074,1620721770
683075,1620721996
683076,1620722737
683077,1620723242
683078,1620723733
683079,1620724245
683080,1620724620
683081,1620724673
683082,1620724980
683083,1620725454
683084,1620725503
683085,1620725920
683086,1620726198
683087,1620727652
683088,1620727978
683089,1620728023
683090,1620728176
683091,1620728665
683092,1620728686
683093,1620730960
683094,1620731457
683095,1620731681
683096,1620733564
683097,1620733693
683098,1620733872
683099,1620733912
683100,1620733972
683101,1620734009
683102,1620734954
683103,1620735098
683104,1620736159
683105,1620736873
683106,1620737164
683107,1620737325
683108,1620737576
683109,1620737954
683110,1620738317
683111,1620739283
683112,1620739543
683113,1620740223
683114,1620740813
683115,1620740959
683116,1620741480
683117,1620741694
683118,1620742136
683119,1620742581
683120,1620742840
683121,1620743663
683122,1620744077
683123,1620745054
683124,1620746043
683125,1620746422
683126,1620746591
683127,1620748628
683128,1620748873
683129,1620750695
683130,1620750912
683131,1620751175
683132,1620751936
683133,1620753588
683134,1620754109
683135,1620754739
683136,1620754881
683137,1620755368
683138,1620755495
683139,1620756931
683140,1620757229
683141,1620757650
683142,1620758132
683143,1620758400
683144,1620760219
683145,1620761181
683146,1620762011
683147,1620762050
683148,1620762138
683149,1620762199
683150,1620762724
683151,1620762789
683152,1620763821
683153,1620764153
683154,1620764211
683155,1620765501
683156,1620766470
683157,1620766740
683158,1620767168
683159,1620767394
683160,1620767482
683161,1620767696
683162,1620767729
683163,1620768184
683164,1620768515
683165,1620768939
683166,1620769222
683167,1620769247
683168,1620769298
683169,1620769496
683170,1620770298
683171,1620770517
683172,1620770695
683173,1620770881
683174,1620771765
683175,1620771851
683176,1620772817
683177,1620773800
683178,1620774286
683179,1620774419
683180,1620776019
683181,1620776045
683182,1620776236
683183,1620776424
683184,1620776580
683185,1620776825
683186,1620777645
683187,1620777869
683188,1620777878
683189,1620779907
683190,1620779974
683191,1620780549
683192,1620781083
683193,1620783188
683194,1620783244
683195,1620783297
683196,1620783740
683197,1620783797
683198,1620783956
683199,1620784440
683200,1620785767
683201,1620786719
683202,1620786852
683203,1620786970
683204,1620787450
683205,1620787574
683206,1620788213
683207,1620788279
683208,1620788932
683209,1620789073
683210,1620789331
683211,1620789986
683212,1620790458
683213,1620790949
683214,1620794391
683215,1620794659
683216,1620794830
683217,1620794875
683218,1620796606
683219,1620796972
683220,1620797729
683221,1620797737
683222,1620798215
683223,1620798347
683224,1620799858
683225,1620801219
683226,1620802171
683227,1620803188
683228,1620803658
683229,1620805053
683230,1620806138
683231,1620806531
683232,1620806939
683233,1620807112
683234,1620807936
683235,1620808227
683236,1620808355
683237,1620808682
683238,1620809384
683239,1620809840
683240,1620809918
683241,1620810213
683242,1620810471
683243,1620810959
683244,1620811001
683245,1620811085
683246,1620811711
683247,1620812076
683248,1620812729
683249,1620813253
683250,1620813583
683251,1620813770
683252,1620814116
683253,1620814500
683254,1620815130
683255,1620815151
683256,1620815703
683257,1620816085
683258,1620816216
683259,1620816521
683260,1620816768
683261,1620816897
683262,1620816984
683263,1620817075
683264,1620818833
683265,1620820927
683266,1620821330
683267,1620821938
683268,1620822122
683269,1620822386
683270,1620823537
683271,1620823906
683272,1620824035
683273,1620824075
683274,1620824963
683275,1620825145
683276,1620825241
683277,1620825324
683278,1620825328
683279,1620828069
683280,1620828625
683281,1620828661
683282,1620829066
683283,1620829124
683284,1620829431
683285,1620829745
683286,1620830102
683287,1620832268
683288,1620832481
683289,1620832487
683290,1620833276
683291,1620833667
683292,1620833844
683293,1620834204
683294,1620834569
683295,1620836341
683296,1620836374
683297,1620837141
683298,1620837238
683299,1620837331
683300,1620837749
683301,1620838250
683302,1620838708
683303,1620839287
683304,1620840136
683305,1620840694
683306,1620840780
683307,1620840891
683308,1620841034
683309,1620842379
683310,1620842639
683311,1620843046
683312,1620843147
683313,1620843496
683314,1620844292
683315,1620844386
683316,1620844664
683317,1620844771
683318,1620845031
683319,1620845110
683320,1620845250
683321,1620845324
683322,1620845398
683323,1620845927
683324,1620846138
683325,1620846459
683326,1620846629
683327,1620847404
683328,1620848348
683329,1620848807
683330,1620849358
683331,1620850636
683332,1620850737
683333,1620851349
683334,1620851891
683335,1620852822
683336,1620854134
683337,1620854410
683338,1620855116
683339,1620855395
683340,1620855525
683341,1620855804
683342,1620855901
683343,1620856438
683344,1620857473
683345,1620857616
683346,1620858602
683347,1620858674
683348,1620858989
683349,1620859941
683350,1620861378
683351,1620861664
683352,1620862301
683353,1620862373
683354,1620862460
683355,1620863424
683356,1620863564
683357,1620863707
683358,1620865114
683359,1620866008
683360,1620866597
683361,1620866876
683362,1620866943
683363,1620867018
683364,1620868044
683365,1620868518
683366,1620868652
683367,1620868831
683368,1620869266
683369,1620870592
683370,1620870815
683371,1620871015
683372,1620871279
683373,1620871283
683374,1620871451
683375,1620873590
683376,1620873596
683377,1620873987
683378,1620874240
683379,1620874403
683380,1620875491
683381,1620877171
683382,1620877420
683383,1620877547
683384,1620878508
683385,1620878620
683386,1620880007
683387,1620880058
683388,1620880705
683389,1620881007
683390,1620881209
683391,1620882489
683392,1620882644
683393,1620882772
683394,1620882837
683395,1620883229
683396,1620883502
683397,1620884145
683398,1620884707
683399,1620884731
683400,1620885036
683401,1620885133
683402,1620885249
683403,1620886173
683404,1620887993
683405,1620888287
683406,1620888605
683407,1620888670
683408,1620889722
683409,1620890173
683410,1620890592
683411,1620890805
683412,1620891089
683413,1620891634
683414,1620892101
683415,1620892401
683416,1620892630
683417,1620892777
683418,1620893530
683419,1620893704
683420,1620893925
683421,1620895936
683422,1620896081
683423,1620896111
683424,1620896338
683425,1620896879
683426,1620897421
683427,1620897454
683428,1620898514
683429,1620899864
683430,1620900506
683431,1620901314
683432,1620901339
683433,1620901453
683434,1620902212
683435,1620903356
683436,1620903418
683437,1620904079
683438,1620905977
683439,1620907567
683440,1620907692
683441,1620907911
683442,1620909664
683443,1620910026
683444,1620911019
683445,1620911808
683446,1620912420
683447,1620912446
683448,1620913682
683449,1620914156
683450,1620914833
683451,1620915468
683452,1620915844
683453,1620916761
683454,1620917331
683455,1620918468
683456,1620919514
683457,1620919761
683458,1620920632
683459,1620920908
683460,1620921385
683461,1620922959
683462,1620923057
683463,1620923115
683464,1620923240
683465,1620924581
683466,1620924832
683467,1620925127
683468,1620925374
683469,1620926210
683470,1620926996
683471,1620927408
683472,1620928188
683473,1620928518
683474,1620929006
683475,1620929180
683476,1620929811
683477,1620930327
683478,1620930418
683479,1620930560
683480,1620931237
683481,1620931443
683482,1620931633
683483,1620932096
683484,1620932372
683485,1620932735
683486,1620933043
683487,1620934247
683488,1620934479
683489,1620934812
683490,1620934986
683491,1620935118
683492,1620936021
683493,1620936039
683494,1620936216
683495,1620936916
683496,1620937033
683497,1620937170
683498,1620938685
683499,1620938695
683500,1620938765
683501,1620939737
683502,1620940199
683503,1620941289
683504,1620941593
683505,1620941636
683506,1620943301
683507,1620943604
683508,1620943838
683509,1620945051
683510,1620945111
683511,1620945177
683512,1620945472
683513,1620945504
683514,1620946387
683515,1620946737
683516,1620949662
683517,1620949716
683518,1620949999
683519,1620952071
683520,1620952357
683521,1620952556
683522,1620952611
683523,1620952949
683524,1620953173
683525,1620953860
683526,1620954397
683527,1620954468
683528,1620955401
683529,1620955431
683530,1620957673
683531,1620960058
683532,1620960747
683533,1620960810
683534,1620961360
683535,1620961615
683536,1620961909
683537,1620961952
683538,1620961979
683539,1620963270
683540,1620963812
683541,1620964044
683542,1620964687
683543,1620965713
683544,1620965921
683545,1620965927
683546,1620966323
683547,1620967050
683548,1620967821
683549,1620967890
683550,1620968375
683551,1620968878
683552,1620969212
683553,1620971614
683554,1620972268
683555,1620973652
683556,1620973662
683557,1620973701
683558,1620973812
683559,1620974918
683560,1620975368
683561,1620976026
683562,1620976539
683563,1620977056
683564,1620977081
683565,1620977832
683566,1620983202
683567,1620984132
683568,1620985226
683569,1620985540
683570,1620985656
683571,1620986008
683572,1620986458
683573,1620986551
683574,1620987103
683575,1620987192
683576,1620988978
683577,1620989319
683578,1620991682
683579,1620992156
683580,1620994805
683581,1620996380
683582,1620997951
683583,1621000819
683584,1621000850
683585,1621000929
683586,1621001448
683587,1621002005
683588,1621003244
683589,1621004569
683590,1621004824
683591,1621005872
683592,1621006397
683593,1621006421
683594,1621006815
683595,1621009815
683596,1621011062
683597,1621011078
683598,1621011155
683599,1621011376
683600,1621011756
683601,1621013267
683602,1621013889
683603,1621014202
683604,1621014476
683605,1621015110
683606,1621015239
683607,1621016033
683608,1621016138
683609,1621016307
683610,1621016351
683611,1621016723
683612,1621017088
683613,1621018466
683614,1621018673
683615,1621019263
683616,1621019329
683617,1621019364
683618,1621019372
683619,1621020537
683620,1621020964
683621,1621022223
683622,1621023342
683623,1621023587
683624,1621024001
683625,1621024336
683626,1621024397
683627,1621024807
683628,1621025574
683629,1621025649
683630,1621025811
683631,1621025937
683632,1621025993
683633,1621027596
683634,1621027738
683635,1621028404
683636,1621028531
683637,1621028552
683638,1621029724
683639,1621031349
683640,1621031610
683641,1621032485
683642,1621032652
683643,1621032997
683644,1621033546
683645,1621033915
683646,1621033962
683647,1621034188
683648,1621034592
683649,1621034617
683650,1621034707
683651,1621034714
683652,1621034755
683653,1621037044
683654,1621037052
683655,1621037737
683656,1621037796
683657,1621037951
683658,1621038354
683659,1621039098
683660,1621039959
683661,1621042397
683662,1621042493
683663,1621043236
683664,1621043526
683665,1621044109
683666,1621044456
683667,1621044652
683668,1621046681
683669,1621047216
683670,1621047303
683671,1621047381
683672,1621047579
683673,1621047671
683674,1621048133
683675,1621048442
683676,1621048757
683677,1621049175
683678,1621049648
683679,1621054288
683680,1621054718
683681,1621054935
683682,1621055014
683683,1621055771
683684,1621056529
683685,1621056727
683686,1621056918
683687,1621057174
683688,1621057798
683689,1621058846
683690,1621060720
683691,1621060808
683692,1621061293
683693,1621061644
683694,1621063235
683695,1621063278
683696,1621063476
683697,1621064072
683698,1621065949
683699,1621066631
683700,1621070424
683701,1621071069
683702,1621071619
683703,1621071812
683704,1621072421
683705,1621072781
683706,1621073156
683707,1621074266
683708,1621074457
683709,1621074778
683710,1621075309
683711,1621076002
683712,1621077106
683713,1621079746
683714,1621079690
683715,1621080378
683716,1621082115
683717,1621082417
683718,1621083674
683719,1621086112
683720,1621087473
683721,1621088005
683722,1621088232
683723,1621088475
683724,1621089397
683725,1621089571
683726,1621089590
683727,1621090229
683728,1621090404
683729,1621091797
683730,1621092108
683731,1621092437
683732,1621093041
683733,1621093536
683734,1621093623
683735,1621094231
683736,1621094952
683737,1621095922
683738,1621097648
683739,1621098541
683740,1621098643
683741,1621099237
683742,1621099651
683743,1621100441
683744,1621100662
683745,1621100891
683746,1621102381
683747,1621104761
683748,1621104789
683749,1621104884
683750,1621106336
683751,1621107213
683752,1621107894
683753,1621108418
683754,1621109082
683755,1621110908
683756,1621111063
683757,1621111120
683758,1621111147
683759,1621112241
683760,1621112893
683761,1621113952
683762,1621114324
683763,1621115409
683764,1621116686
683765,1621116730
683766,1621117727
683767,1621117760
683768,1621118196
683769,1621121159
683770,1621121313
683771,1621121591
683772,1621121953
683773,1621122754
683774,1621122845
683775,1621122908
683776,1621123348
683777,1621123396
683778,1621124003
683779,1621124031
683780,1621126361
683781,1621127078
683782,1621127769
683783,1621128775
683784,1621128835
683785,1621129198
683786,1621129623
683787,1621129647
683788,1621130359
683789,1621131322
683790,1621131464
683791,1621132993
683792,1621133735
683793,1621134528
683794,1621135568
683795,1621136031
683796,1621136267
683797,1621136656
683798,1621136659
683799,1621139053
683800,1621139177
683801,1621140384
683802,1621140908
683803,1621141534
683804,1621141652
683805,1621141712
683806,1621141743
683807,1621143040
683808,1621143207
683809,1621145409
683810,1621145608
683811,1621146462
683812,1621146493
683813,1621146757
683814,1621148531
683815,1621149240
683816,1621149472
683817,1621150107
683818,1621151179
683819,1621151577
683820,1621151985
683821,1621153028
683822,1621153760
683823,1621154012
683824,1621154485
683825,1621155161
683826,1621155663
683827,1621155927
683828,1621155947
683829,1621156669
683830,1621157532
683831,1621157906
683832,1621158497
683833,1621158924
683834,1621161334
683835,1621162607
683836,1621162816
683837,1621163142
683838,1621163434
683839,1621165626
683840,1621166459
683841,1621166666
683842,1621166978
683843,1621168676
683844,1621168683
683845,1621169136
683846,1621169187
683847,1621170417
683848,1621172085
683849,1621172526
683850,1621173268
683851,1621173389
683852,1621174303
683853,1621175323
683854,1621176186
683855,1621177793
683856,1621178095
683857,1621178159
683858,1621178315
683859,1621179465
683860,1621180503
683861,1621182018
683862,1621182153
683863,1621182465
683864,1621182566
683865,1621182623
683866,1621182731
683867,1621183017
683868,1621183339
683869,1621184259
683870,1621184385
683871,1621184943
683872,1621185723
683873,1621186189
683874,1621186191
683875,1621188858
683876,1621189201
683877,1621189586
683878,1621192527
683879,1621193965
683880,1621196079
683881,1621196246
683882,1621197242
683883,1621197510
683884,1621198429
683885,1621198908
683886,1621199738
683887,1621200778
683888,1621200893
683889,1621201303
683890,1621201378
683891,1621201513
683892,1621201708
683893,1621202070
683894,1621202468
683895,1621202590
683896,1621202676
683897,1621204044
683898,1621205908
683899,1621206152
683900,1621207370
683901,1621207728
683902,1621208114
683903,1621208409
683904,1621208442
683905,1621208581
683906,1621209134
683907,1621209587
683908,1621210773
683909,1621211690
683910,1621212636
683911,1621214031
683912,1621214266
683913,1621217352
683914,1621218089
683915,1621219302
683916,1621219766
683917,1621221685
683918,1621223735
683919,1621224265
683920,1621225399
683921,1621226339
683922,1621226846
683923,1621227009
683924,1621227262
683925,1621229018
683926,1621230656
683927,1621230947
683928,1621232376
683929,1621232975
683930,1621232980
683931,1621233261
683932,1621234746
683933,1621236076
683934,1621236814
683935,1621237187
683936,1621237269
683937,1621237690
683938,1621239104
683939,1621239129
683940,1621239404
683941,1621240330
683942,1621240925
683943,1621241201
683944,1621243803
683945,1621243832
683946,1621244971
683947,1621245038
683948,1621245189
683949,1621245395
683950,1621246446
683951,1621246815
683952,1621247294
683953,1621248072
683954,1621248375
683955,1621248651
683956,1621249755
683957,1621250559
683958,1621250890
683959,1621250936
683960,1621251310
683961,1621251876
683962,1621252716
683963,1621254542
683964,1621254612
683965,1621254750
683966,1621255415
683967,1621255780
683968,1621256003
683969,1621256370
683970,1621257550
683971,1621258242
683972,1621258589
683973,1621258997
683974,1621260451
683975,1621260585
683976,1621260870
683977,1621262154
683978,1621262567
683979,1621263519
683980,1621265114
683981,1621266222
683982,1621266402
683983,1621267074
683984,1621267576
683985,1621268845
683986,1621268877
683987,1621270177
683988,1621270181
683989,1621270421
683990,1621270864
683991,1621274035
683992,1621274242
683993,1621275084
683994,1621275305
683995,1621275565
683996,1621275603
683997,1621275633
683998,1621276422
683999,1621276505
684000,1621277046
684001,1621277404
684002,1621277999
684003,1621278655
684004,1621279108
684005,1621279605
684006,1621280494
684007,1621280566
684008,1621280707
684009,1621280956
684010,1621281046
684011,1621282851
684012,1621283034
684013,1621284267
684014,1621284325
684015,1621284598
684016,1621285345
684017,1621286682
684018,1621287428
684019,1621288328
684020,1621288365
684021,1621288634
684022,1621290051
684023,1621290252
684024,1621291270
684025,1621292875
684026,1621293627
684027,1621293982
684028,1621294546
684029,1621296952
684030,1621297029
684031,1621297510
684032,1621301126
684033,1621302527
684034,1621302531
684035,1621303089
684036,1621303651
684037,1621304154
684038,1621304566
684039,1621305112
684040,1621306442
684041,1621307353
684042,1621309831
684043,1621310377
684044,1621310441
684045,1621312854
684046,1621313276
684047,1621314259
684048,1621314838
684049,1621315230
684050,1621315374
684051,1621316534
684052,1621316595
684053,1621317392
684054,1621319581
684055,1621319614
684056,1621319907
684057,1621320146
684058,1621320327
684059,1621320809
684060,1621321160
684061,1621321307
684062,1621321923
684063,1621322017
684064,1621323710
684065,1621324009
684066,1621324808
684067,1621325658
684068,1621327240
684069,1621328764
684070,1621329426
684071,1621329922
684072,1621329951
684073,1621330504
684074,1621331253
684075,1621335629
684076,1621336016
684077,1621336029
684078,1621336804
684079,1621336883
684080,1621337499
684081,1621337588
684082,1621339121
684083,1621339742
684084,1621342218
684085,1621342510
684086,1621345186
684087,1621346293
684088,1621347497
684089,1621347850
684090,1621348472
684091,1621348608
684092,1621349349
684093,1621349873
684094,1621349903
684095,1621350238
684096,1621351458
684097,1621351896
684098,1621353583
684099,1621353823
684100,1621354048
684101,1621354116
684102,1621354190
684103,1621354598
684104,1621355369
684105,1621358737
684106,1621360014
684107,1621360152
684108,1621361020
684109,1621361336
684110,1621364138
684111,1621365637
684112,1621365684
684113,1621366702
684114,1621368471
684115,1621370461
684116,1621372235
684117,1621372443
684118,1621372969
684119,1621373969
684120,1621375335
684121,1621376371
684122,1621378840
684123,1621378974
684124,1621379118
684125,1621379541
684126,1621379787
684127,1621381145
684128,1621381558
684129,1621384946
684130,1621385255
684131,1621385584
684132,1621386880
684133,1621387336
684134,1621387776
684135,1621387872
684136,1621388123
684137,1621388421
684138,1621388749
684139,1621388807
684140,1621389334
684141,1621389591
684142,1621390135
684143,1621394106
684144,1621395141
684145,1621395375
684146,1621395870
684147,1621395868
684148,1621396078
684149,1621396664
684150,1621397393
684151,1621397412
684152,1621398169
684153,1621398991
684154,1621399410
684155,1621401071
684156,1621401278
684157,1621402544
684158,1621402719
684159,1621402766
684160,1621403912
684161,1621406019
684162,1621406026
684163,1621406701
684164,1621406907
684165,1621408595
684166,1621409291
684167,1621409341
684168,1621409720
684169,1621411341
